Make ,Model,Vehicle Class,Weight (Ton),Steel percentage,Glass percentage,Plastic percentage,Aluminium Percentage,CO2 of steel/unit,CO2 of glass/unit,CO2 of aluminium/unit,CO2 of plastic/unit,MFG Total CO2/unit (ton),MFG Total CO2/unit (g),Recycling CO2 steel (.35),R CO2 alumunium 0.5,R glass (1.08),R plastic (2.1),Recycling Total CO2 in ton,
BMW,M6 CABRIOLET,SUBCOMPACT,2.1825,65.00%,10.00%,15.00%,10.00%,2.62445625,0.2728125,2.509875,0.982125,6.38926875,5796248.771,0.49651875,0.109125,0.23571,0.6874875,1.52884125,7.91811
BMW,M6 CABRIOLET,SUBCOMPACT,2.1825,65.00%,10.00%,15.00%,10.00%,2.62445625,0.2728125,2.509875,0.982125,6.38926875,5796248.771,0.49651875,0.109125,0.23571,0.6874875,1.52884125,7.91811
BMW,M6 GRAN COUPE,COMPACT,2.215,65.00%,10.00%,15.00%,10.00%,2.6635375,0.276875,2.54725,0.99675,6.4844125,5882561.754,0.5039125,0.11075,0.23922,0.697725,1.5516075,8.03602
BMW,M6 GRAN COUPE,COMPACT,2.215,65.00%,10.00%,15.00%,10.00%,2.6635375,0.276875,2.54725,0.99675,6.4844125,5882561.754,0.5039125,0.11075,0.23922,0.697725,1.5516075,8.03602
BMW,X1 xDRIVE28i,SUV - SMALL,1.8485,65.00%,10.00%,15.00%,10.00%,2.22282125,0.2310625,2.125775,0.831825,5.41148375,4909216.886,0.42053375,0.092425,0.199638,0.5822775,1.29487425,6.706358
BMW,X1 xDRIVE35i,SUV - SMALL,1.9455,65.00%,10.00%,15.00%,10.00%,2.33946375,0.2431875,2.237325,0.875475,5.69545125,5166827.942,0.44260125,0.097275,0.210114,0.6128325,1.36282275,7.058274
BMW,X3 xDRIVE28i,SUV - SMALL,2.075,65.00%,10.00%,15.00%,10.00%,2.4951875,0.259375,2.38625,0.93375,6.0745625,5510751.982,0.4720625,0.10375,0.2241,0.653625,1.4535375,7.5281
BMW,X3 xDRIVE35i,SUV - SMALL,2.115,65.00%,10.00%,15.00%,10.00%,2.5432875,0.264375,2.43225,0.95175,6.1916625,5616983.345,0.4811625,0.10575,0.22842,0.666225,1.4815575,7.67322
BMW,X5 xDRIVE35i,SUV - STANDARD,2.3675,65.00%,10.00%,15.00%,10.00%,2.84691875,0.2959375,2.722625,1.065375,6.93085625,6287568.827,0.53860625,0.118375,0.25569,0.7457625,1.65843375,8.58929
BMW,X5 xDRIVE50i,SUV - STANDARD,2.5475,65.00%,10.00%,15.00%,10.00%,3.06336875,0.3184375,2.929625,1.146375,7.45780625,6765609.963,0.57955625,0.127375,0.27513,0.8024625,1.78452375,9.24233
BMW,X6 M,SUV - STANDARD,2.53,65.00%,10.00%,15.00%,10.00%,3.042325,0.31625,2.9095,1.1385,7.406575,6719133.741,0.575575,0.1265,0.27324,0.79695,1.772265,9.17884
BMW,X6 xDRIVE35i,SUV - STANDARD,2.3525,65.00%,10.00%,15.00%,10.00%,2.82888125,0.2940625,2.705375,1.058625,6.88694375,6247732.066,0.53519375,0.117625,0.25407,0.7410375,1.64792625,8.53487
BMW,X6 xDRIVE50i,SUV - STANDARD,2.54,65.00%,10.00%,15.00%,10.00%,3.05435,0.3175,2.921,1.143,7.43585,6745691.582,0.57785,0.127,0.27432,0.8001,1.77927,9.21512
BMW,Z4 sDRIVE28i,TWO-SEATER,1.6315,65.00%,10.00%,15.00%,10.00%,1.96187875,0.2039375,1.876225,0.734175,4.77621625,4332911.739,0.37116625,0.081575,0.176202,0.5139225,1.14286575,5.919082
BMW,Z4 sDRIVE28i,TWO-SEATER,1.6315,65.00%,10.00%,15.00%,10.00%,1.96187875,0.2039375,1.876225,0.734175,4.77621625,4332911.739,0.37116625,0.081575,0.176202,0.5139225,1.14286575,5.919082
BMW,Z4 sDRIVE35i,TWO-SEATER,1.747,65.00%,10.00%,15.00%,10.00%,2.1007675,0.218375,2.00905,0.78615,5.1143425,4639654.801,0.3974425,0.08735,0.188676,0.550305,1.2237735,6.338116
BMW,Z4 sDRIVE35i,TWO-SEATER,1.747,65.00%,10.00%,15.00%,10.00%,2.1007675,0.218375,2.00905,0.78615,5.1143425,4639654.801,0.3974425,0.08735,0.188676,0.550305,1.2237735,6.338116
BMW,Z4 sDRIVE35is,TWO-SEATER,1.7745,65.00%,10.00%,15.00%,10.00%,2.13383625,0.2218125,2.040675,0.798525,5.19484875,4712688.863,0.40369875,0.088725,0.191646,0.5589675,1.24303725,6.437886
BUICK,ENCLAVE,SUV - STANDARD,2.1795,65.00%,10.00%,15.00%,10.00%,2.62084875,0.2724375,2.506425,0.980775,6.38048625,5788281.419,0.49583625,0.108975,0.235386,0.6865425,1.52673975,7.907226
BUICK,ENCLAVE AWD,SUV - STANDARD,2.284,65.00%,10.00%,15.00%,10.00%,2.74651,0.2855,2.6266,1.0278,6.68641,6065810.856,0.51961,0.1142,0.246672,0.71946,1.599942,8.286352
BUICK,ENCORE,SUV - SMALL,1.6185,65.00%,10.00%,15.00%,10.00%,1.94624625,0.2023125,1.861275,0.728325,4.73815875,4298386.546,0.36820875,0.080925,0.174798,0.5098275,1.13375925,5.871918
BUICK,ENCORE AWD,SUV - SMALL,1.679,65.00%,10.00%,15.00%,10.00%,2.0189975,0.209875,1.93085,0.75555,4.9152725,4459061.483,0.3819725,0.08395,0.181332,0.528885,1.1761395,6.091412
BUICK,LACROSSE,MID-SIZE,1.8825,65.00%,10.00%,15.00%,10.00%,2.26370625,0.2353125,2.164875,0.847125,5.51101875,4999513.545,0.42826875,0.094125,0.20331,0.5929875,1.31869125,6.82971
BUICK,LACROSSE,MID-SIZE,1.8825,65.00%,10.00%,15.00%,10.00%,2.26370625,0.2353125,2.164875,0.847125,5.51101875,4999513.545,0.42826875,0.094125,0.20331,0.5929875,1.31869125,6.82971
BUICK,LACROSSE AWD,MID-SIZE,1.92,65.00%,10.00%,15.00%,10.00%,2.3088,0.24,2.208,0.864,5.6208,5099105.448,0.4368,0.096,0.20736,0.6048,1.34496,6.96576
BUICK,LACROSSE AWD,MID-SIZE,1.92,65.00%,10.00%,15.00%,10.00%,2.3088,0.24,2.208,0.864,5.6208,5099105.448,0.4368,0.096,0.20736,0.6048,1.34496,6.96576
BUICK,LACROSSE eASSIST,MID-SIZE,2.098,65.00%,10.00%,15.00%,10.00%,2.522845,0.26225,2.4127,0.9441,6.141895,5571835.016,0.477295,0.1049,0.226584,0.66087,1.469649,7.611544
BUICK,REGAL,MID-SIZE,1.709,65.00%,10.00%,15.00%,10.00%,2.0550725,0.213625,1.96535,0.76905,5.0030975,4538735.006,0.3887975,0.08545,0.184572,0.538335,1.1971545,6.200252
BUICK,REGAL,MID-SIZE,1.709,65.00%,10.00%,15.00%,10.00%,2.0550725,0.213625,1.96535,0.76905,5.0030975,4538735.006,0.3887975,0.08545,0.184572,0.538335,1.1971545,6.200252
BUICK,REGAL AWD,MID-SIZE,2.048,65.00%,10.00%,15.00%,10.00%,2.46272,0.256,2.3552,0.9216,5.99552,5439045.811,0.46592,0.1024,0.221184,0.64512,1.434624,7.430144
BUICK,REGAL eASSIST,MID-SIZE,1.851,65.00%,10.00%,15.00%,10.00%,2.2258275,0.231375,2.12865,0.83295,5.4188025,4915856.346,0.4211025,0.09255,0.199908,0.583065,1.2966255,6.715428
BUICK,VERANO,COMPACT,1.65,65.00%,10.00%,15.00%,10.00%,1.984125,0.20625,1.8975,0.7425,4.830375,4382043.744,0.375375,0.0825,0.1782,0.51975,1.155825,5.9862
BUICK,VERANO,COMPACT,1.65,65.00%,10.00%,15.00%,10.00%,1.984125,0.20625,1.8975,0.7425,4.830375,4382043.744,0.375375,0.0825,0.1782,0.51975,1.155825,5.9862
BUICK,VERANO,COMPACT,1.65,65.00%,10.00%,15.00%,10.00%,1.984125,0.20625,1.8975,0.7425,4.830375,4382043.744,0.375375,0.0825,0.1782,0.51975,1.155825,5.9862
CADILLAC,ATS,COMPACT,1.7305,65.00%,10.00%,15.00%,10.00%,2.08092625,0.2163125,1.990075,0.778725,5.06603875,4595834.363,0.39368875,0.086525,0.186894,0.5451075,1.21221525,6.278254
CADILLAC,ATS,COMPACT,1.7305,65.00%,10.00%,15.00%,10.00%,2.08092625,0.2163125,1.990075,0.778725,5.06603875,4595834.363,0.39368875,0.086525,0.186894,0.5451075,1.21221525,6.278254
CADILLAC,ATS,COMPACT,1.7305,65.00%,10.00%,15.00%,10.00%,2.08092625,0.2163125,1.990075,0.778725,5.06603875,4595834.363,0.39368875,0.086525,0.186894,0.5451075,1.21221525,6.278254
CADILLAC,ATS,COMPACT,1.7305,65.00%,10.00%,15.00%,10.00%,2.08092625,0.2163125,1.990075,0.778725,5.06603875,4595834.363,0.39368875,0.086525,0.186894,0.5451075,1.21221525,6.278254
CADILLAC,ATS AWD,COMPACT,1.617,65.00%,10.00%,15.00%,10.00%,1.9444425,0.202125,1.85955,0.72765,4.7337675,4294402.869,0.3678675,0.08085,0.174636,0.509355,1.1327085,5.866476
CADILLAC,ATS AWD,COMPACT,1.617,65.00%,10.00%,15.00%,10.00%,1.9444425,0.202125,1.85955,0.72765,4.7337675,4294402.869,0.3678675,0.08085,0.174636,0.509355,1.1327085,5.866476
CADILLAC,CTS COUPE,MID-SIZE,1.676,65.00%,10.00%,15.00%,10.00%,2.01539,0.2095,1.9274,0.7542,4.90649,4451094.131,0.38129,0.0838,0.181008,0.52794,1.174038,6.080528
CADILLAC,CTS COUPE AWD,MID-SIZE,1.618,65.00%,10.00%,15.00%,10.00%,1.945645,0.20225,1.8607,0.7281,4.736695,4297058.654,0.368095,0.0809,0.174744,0.50967,1.133409,5.870104
CADILLAC,CTS SEDAN,MID-SIZE,1.711,65.00%,10.00%,15.00%,10.00%,2.0574775,0.213875,1.96765,0.76995,5.0089525,4544046.574,0.3892525,0.08555,0.184788,0.538965,1.1985555,6.207508
CADILLAC,CTS SEDAN,MID-SIZE,1.711,65.00%,10.00%,15.00%,10.00%,2.0574775,0.213875,1.96765,0.76995,5.0089525,4544046.574,0.3892525,0.08555,0.184788,0.538965,1.1985555,6.207508
CADILLAC,CTS SEDAN AWD,MID-SIZE,1.782,65.00%,10.00%,15.00%,10.00%,2.142855,0.22275,2.0493,0.8019,5.216805,4732607.244,0.405405,0.0891,0.192456,0.56133,1.248291,6.465096
CADILLAC,CTS SEDAN AWD,MID-SIZE,1.782,65.00%,10.00%,15.00%,10.00%,2.142855,0.22275,2.0493,0.8019,5.216805,4732607.244,0.405405,0.0891,0.192456,0.56133,1.248291,6.465096
CADILLAC,CTS SEDAN Vsport,MID-SIZE,1.805,65.00%,10.00%,15.00%,10.00%,2.1705125,0.225625,2.07575,0.81225,5.2841375,4793690.278,0.4106375,0.09025,0.19494,0.568575,1.2644025,6.54854
CADILLAC,CTS SPORT WAGON,STATION WAGON - SMALL,1.995,65.00%,10.00%,15.00%,10.00%,2.3989875,0.249375,2.29425,0.89775,5.8403625,5298289.255,0.4538625,0.09975,0.21546,0.628425,1.3974975,7.23786
CADILLAC,CTS SPORT WAGON,STATION WAGON - SMALL,1.995,65.00%,10.00%,15.00%,10.00%,2.3989875,0.249375,2.29425,0.89775,5.8403625,5298289.255,0.4538625,0.09975,0.21546,0.628425,1.3974975,7.23786
CADILLAC,CTS SPORT WAGON AWD,STATION WAGON - SMALL,1.995,65.00%,10.00%,15.00%,10.00%,2.3989875,0.249375,2.29425,0.89775,5.8403625,5298289.255,0.4538625,0.09975,0.21546,0.628425,1.3974975,7.23786
CADILLAC,CTS SPORT WAGON AWD,STATION WAGON - SMALL,1.995,65.00%,10.00%,15.00%,10.00%,2.3989875,0.249375,2.29425,0.89775,5.8403625,5298289.255,0.4538625,0.09975,0.21546,0.628425,1.3974975,7.23786
CADILLAC,CTS-V COUPE,MID-SIZE,1.905,65.00%,10.00%,15.00%,10.00%,2.2907625,0.238125,2.19075,0.85725,5.5768875,5059268.687,0.4333875,0.09525,0.20574,0.600075,1.3344525,6.91134
CADILLAC,CTS-V COUPE,MID-SIZE,1.905,65.00%,10.00%,15.00%,10.00%,2.2907625,0.238125,2.19075,0.85725,5.5768875,5059268.687,0.4333875,0.09525,0.20574,0.600075,1.3344525,6.91134
CADILLAC,CTS-V SEDAN,MID-SIZE,1.914,65.00%,10.00%,15.00%,10.00%,2.301585,0.23925,2.2011,0.8613,5.603235,5083170.743,0.435435,0.0957,0.206712,0.60291,1.340757,6.943992
CADILLAC,CTS-V SEDAN,MID-SIZE,1.914,65.00%,10.00%,15.00%,10.00%,2.301585,0.23925,2.2011,0.8613,5.603235,5083170.743,0.435435,0.0957,0.206712,0.60291,1.340757,6.943992
CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,1.995,65.00%,10.00%,15.00%,10.00%,2.3989875,0.249375,2.29425,0.89775,5.8403625,5298289.255,0.4538625,0.09975,0.21546,0.628425,1.3974975,7.23786
CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,1.995,65.00%,10.00%,15.00%,10.00%,2.3989875,0.249375,2.29425,0.89775,5.8403625,5298289.255,0.4538625,0.09975,0.21546,0.628425,1.3974975,7.23786
CADILLAC,ESCALADE AWD,SUV - STANDARD,2.57,65.00%,10.00%,15.00%,10.00%,3.090425,0.32125,2.9555,1.1565,7.523675,6825365.105,0.584675,0.1285,0.27756,0.80955,1.800285,9.32396
CADILLAC,ESCALADE AWD,SUV - STANDARD,2.57,65.00%,10.00%,15.00%,10.00%,3.090425,0.32125,2.9555,1.1565,7.523675,6825365.105,0.584675,0.1285,0.27756,0.80955,1.800285,9.32396
CADILLAC,ESCALADE ESV AWD,SUV - STANDARD,2.718,65.00%,10.00%,15.00%,10.00%,3.268395,0.33975,3.1257,1.2231,7.956945,7218421.15,0.618345,0.1359,0.293544,0.85617,1.903959,9.860904
CADILLAC,ESCALADE ESV AWD,SUV - STANDARD,2.718,65.00%,10.00%,15.00%,10.00%,3.268395,0.33975,3.1257,1.2231,7.956945,7218421.15,0.618345,0.1359,0.293544,0.85617,1.903959,9.860904
CADILLAC,SRX,SUV - STANDARD,2.015,65.00%,10.00%,15.00%,10.00%,2.4230375,0.251875,2.31725,0.90675,5.8989125,5351404.936,0.4584125,0.10075,0.21762,0.634725,1.4115075,7.31042
CADILLAC,SRX AWD,SUV - STANDARD,2.035,65.00%,10.00%,15.00%,10.00%,2.4470875,0.254375,2.34025,0.91575,5.9574625,5404520.618,0.4629625,0.10175,0.21978,0.641025,1.4255175,7.38298
CADILLAC,XTS,FULL-SIZE,1.824,65.00%,10.00%,15.00%,10.00%,2.19336,0.228,2.0976,0.8208,5.33976,4844150.176,0.41496,0.0912,0.196992,0.57456,1.277712,6.617472
CADILLAC,XTS AWD,FULL-SIZE,1.905,65.00%,10.00%,15.00%,10.00%,2.2907625,0.238125,2.19075,0.85725,5.5768875,5059268.687,0.4333875,0.09525,0.20574,0.600075,1.3344525,6.91134
CADILLAC,XTS Vsport AWD,FULL-SIZE,1.912,65.00%,10.00%,15.00%,10.00%,2.29918,0.239,2.1988,0.8604,5.59738,5077859.175,0.43498,0.0956,0.206496,0.60228,1.339356,6.936736
CHEVROLET,CAMARO,COMPACT,1.517,65.00%,10.00%,15.00%,10.00%,1.8241925,0.189625,1.74455,0.68265,4.4410175,4028824.461,0.3451175,0.07585,0.163836,0.477855,1.0626585,5.503676
CHEVROLET,CAMARO,COMPACT,1.517,65.00%,10.00%,15.00%,10.00%,1.8241925,0.189625,1.74455,0.68265,4.4410175,4028824.461,0.3451175,0.07585,0.163836,0.477855,1.0626585,5.503676
CHEVROLET,CAMARO 2LS,COMPACT,1.715,65.00%,10.00%,15.00%,10.00%,2.0622875,0.214375,1.97225,0.77175,5.0206625,4554669.71,0.3901625,0.08575,0.18522,0.540225,1.2013575,6.22202
CHEVROLET,CAMARO SS,COMPACT,1.697,65.00%,10.00%,15.00%,10.00%,2.0406425,0.212125,1.95155,0.76365,4.9679675,4506865.596,0.3860675,0.08485,0.183276,0.534555,1.1887485,6.156716
CHEVROLET,CAMARO SS,COMPACT,1.697,65.00%,10.00%,15.00%,10.00%,2.0406425,0.212125,1.95155,0.76365,4.9679675,4506865.596,0.3860675,0.08485,0.183276,0.534555,1.1887485,6.156716
CHEVROLET,CAMARO ZL1,COMPACT,1.883,65.00%,10.00%,15.00%,10.00%,2.2643075,0.235375,2.16545,0.84735,5.5124825,5000841.437,0.4283825,0.09415,0.203364,0.593145,1.3190415,6.831524
CHEVROLET,CAMARO ZL1,COMPACT,1.883,65.00%,10.00%,15.00%,10.00%,2.2643075,0.235375,2.16545,0.84735,5.5124825,5000841.437,0.4283825,0.09415,0.203364,0.593145,1.3190415,6.831524
CHEVROLET,CORVETTE,TWO-SEATER,1.654,65.00%,10.00%,15.00%,10.00%,1.988935,0.20675,1.9021,0.7443,4.842085,4392666.881,0.376285,0.0827,0.178632,0.52101,1.158627,6.000712
CHEVROLET,CORVETTE,TWO-SEATER,1.654,65.00%,10.00%,15.00%,10.00%,1.988935,0.20675,1.9021,0.7443,4.842085,4392666.881,0.376285,0.0827,0.178632,0.52101,1.158627,6.000712
CHEVROLET,CRUZE,MID-SIZE,1.6145,65.00%,10.00%,15.00%,10.00%,1.94143625,0.2018125,1.856675,0.726525,4.72644875,4287763.409,0.36729875,0.080725,0.174366,0.5085675,1.13095725,5.857406
CHEVROLET,CRUZE,MID-SIZE,1.6145,65.00%,10.00%,15.00%,10.00%,1.94143625,0.2018125,1.856675,0.726525,4.72644875,4287763.409,0.36729875,0.080725,0.174366,0.5085675,1.13095725,5.857406
CHEVROLET,CRUZE,MID-SIZE,1.6145,65.00%,10.00%,15.00%,10.00%,1.94143625,0.2018125,1.856675,0.726525,4.72644875,4287763.409,0.36729875,0.080725,0.174366,0.5085675,1.13095725,5.857406
CHEVROLET,CRUZE,MID-SIZE,1.6145,65.00%,10.00%,15.00%,10.00%,1.94143625,0.2018125,1.856675,0.726525,4.72644875,4287763.409,0.36729875,0.080725,0.174366,0.5085675,1.13095725,5.857406
CHEVROLET,CRUZE DIESEL,MID-SIZE,1.6145,65.00%,10.00%,15.00%,10.00%,1.94143625,0.2018125,1.856675,0.726525,4.72644875,4287763.409,0.36729875,0.080725,0.174366,0.5085675,1.13095725,5.857406
CHEVROLET,CRUZE ECO,MID-SIZE,1.5535,65.00%,10.00%,15.00%,10.00%,1.86808375,0.1941875,1.786525,0.699075,4.54787125,4125760.58,0.35342125,0.077675,0.167778,0.4893525,1.08822675,5.636098
CHEVROLET,CRUZE ECO,MID-SIZE,1.5535,65.00%,10.00%,15.00%,10.00%,1.86808375,0.1941875,1.786525,0.699075,4.54787125,4125760.58,0.35342125,0.077675,0.167778,0.4893525,1.08822675,5.636098
CHEVROLET,EQUINOX,SUV - SMALL,1.756,65.00%,10.00%,15.00%,10.00%,2.11159,0.2195,2.0194,0.7902,5.14069,4663556.858,0.39949,0.0878,0.189648,0.55314,1.230078,6.370768
CHEVROLET,EQUINOX,SUV - SMALL,1.756,65.00%,10.00%,15.00%,10.00%,2.11159,0.2195,2.0194,0.7902,5.14069,4663556.858,0.39949,0.0878,0.189648,0.55314,1.230078,6.370768
CHEVROLET,EQUINOX,SUV - SMALL,1.756,65.00%,10.00%,15.00%,10.00%,2.11159,0.2195,2.0194,0.7902,5.14069,4663556.858,0.39949,0.0878,0.189648,0.55314,1.230078,6.370768
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.739,65.00%,10.00%,15.00%,10.00%,2.0911475,0.217375,1.99985,0.78255,5.0909225,4618408.528,0.3956225,0.08695,0.187812,0.547785,1.2181695,6.309092
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.739,65.00%,10.00%,15.00%,10.00%,2.0911475,0.217375,1.99985,0.78255,5.0909225,4618408.528,0.3956225,0.08695,0.187812,0.547785,1.2181695,6.309092
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.739,65.00%,10.00%,15.00%,10.00%,2.0911475,0.217375,1.99985,0.78255,5.0909225,4618408.528,0.3956225,0.08695,0.187812,0.547785,1.2181695,6.309092
CHEVROLET,IMPALA,FULL-SIZE,1.9335,65.00%,10.00%,15.00%,10.00%,2.32503375,0.2416875,2.223525,0.870075,5.66032125,5134958.533,0.43987125,0.096675,0.208818,0.6090525,1.35441675,7.014738
CHEVROLET,IMPALA,FULL-SIZE,1.9335,65.00%,10.00%,15.00%,10.00%,2.32503375,0.2416875,2.223525,0.870075,5.66032125,5134958.533,0.43987125,0.096675,0.208818,0.6090525,1.35441675,7.014738
CHEVROLET,IMPALA,FULL-SIZE,1.9335,65.00%,10.00%,15.00%,10.00%,2.32503375,0.2416875,2.223525,0.870075,5.66032125,5134958.533,0.43987125,0.096675,0.208818,0.6090525,1.35441675,7.014738
CHEVROLET,IMPALA ECO,FULL-SIZE,1.9,65.00%,10.00%,15.00%,10.00%,2.28475,0.2375,2.185,0.855,5.56225,5045989.766,0.43225,0.095,0.2052,0.5985,1.33095,6.8932
CHEVROLET,MALIBU,MID-SIZE,1.6115,65.00%,10.00%,15.00%,10.00%,1.93782875,0.2014375,1.853225,0.725175,4.71766625,4279796.057,0.36661625,0.080575,0.174042,0.5076225,1.12885575,5.846522
CHEVROLET,MALIBU,MID-SIZE,1.6115,65.00%,10.00%,15.00%,10.00%,1.93782875,0.2014375,1.853225,0.725175,4.71766625,4279796.057,0.36661625,0.080575,0.174042,0.5076225,1.12885575,5.846522
CHEVROLET,ORLANDO,SUV - SMALL,1.6845,65.00%,10.00%,15.00%,10.00%,2.02561125,0.2105625,1.937175,0.758025,4.93137375,4473668.295,0.38322375,0.084225,0.181926,0.5306175,1.17999225,6.111366
CHEVROLET,ORLANDO,SUV - SMALL,1.6845,65.00%,10.00%,15.00%,10.00%,2.02561125,0.2105625,1.937175,0.758025,4.93137375,4473668.295,0.38322375,0.084225,0.181926,0.5306175,1.17999225,6.111366
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,2.62,65.00%,10.00%,15.00%,10.00%,3.15055,0.3275,3.013,1.179,7.67005,6958154.309,0.59605,0.131,0.28296,0.8253,1.83531,9.50536
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,2.62,65.00%,10.00%,15.00%,10.00%,3.15055,0.3275,3.013,1.179,7.67005,6958154.309,0.59605,0.131,0.28296,0.8253,1.83531,9.50536
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,2.62,65.00%,10.00%,15.00%,10.00%,3.15055,0.3275,3.013,1.179,7.67005,6958154.309,0.59605,0.131,0.28296,0.8253,1.83531,9.50536
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,2.62,65.00%,10.00%,15.00%,10.00%,3.15055,0.3275,3.013,1.179,7.67005,6958154.309,0.59605,0.131,0.28296,0.8253,1.83531,9.50536
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,2.62,65.00%,10.00%,15.00%,10.00%,3.15055,0.3275,3.013,1.179,7.67005,6958154.309,0.59605,0.131,0.28296,0.8253,1.83531,9.50536
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,3.475,65.00%,10.00%,15.00%,10.00%,4.1786875,0.434375,3.99625,1.56375,10.1730625,9228849.704,0.7905625,0.17375,0.3753,1.094625,2.4342375,12.6073
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,3.475,65.00%,10.00%,15.00%,10.00%,4.1786875,0.434375,3.99625,1.56375,10.1730625,9228849.704,0.7905625,0.17375,0.3753,1.094625,2.4342375,12.6073
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,3.475,65.00%,10.00%,15.00%,10.00%,4.1786875,0.434375,3.99625,1.56375,10.1730625,9228849.704,0.7905625,0.17375,0.3753,1.094625,2.4342375,12.6073
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,3.475,65.00%,10.00%,15.00%,10.00%,4.1786875,0.434375,3.99625,1.56375,10.1730625,9228849.704,0.7905625,0.17375,0.3753,1.094625,2.4342375,12.6073
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,3.475,65.00%,10.00%,15.00%,10.00%,4.1786875,0.434375,3.99625,1.56375,10.1730625,9228849.704,0.7905625,0.17375,0.3753,1.094625,2.4342375,12.6073
CHEVROLET,SONIC,COMPACT,1.4605,65.00%,10.00%,15.00%,10.00%,1.75625125,0.1825625,1.679575,0.657225,4.27561375,3878772.66,0.33226375,0.073025,0.157734,0.4600575,1.02308025,5.298694
CHEVROLET,SONIC,COMPACT,1.4605,65.00%,10.00%,15.00%,10.00%,1.75625125,0.1825625,1.679575,0.657225,4.27561375,3878772.66,0.33226375,0.073025,0.157734,0.4600575,1.02308025,5.298694
CHEVROLET,SONIC,COMPACT,1.4605,65.00%,10.00%,15.00%,10.00%,1.75625125,0.1825625,1.679575,0.657225,4.27561375,3878772.66,0.33226375,0.073025,0.157734,0.4600575,1.02308025,5.298694
CHEVROLET,SONIC,COMPACT,1.4605,65.00%,10.00%,15.00%,10.00%,1.75625125,0.1825625,1.679575,0.657225,4.27561375,3878772.66,0.33226375,0.073025,0.157734,0.4600575,1.02308025,5.298694
CHEVROLET,SONIC RS,COMPACT,1.447,65.00%,10.00%,15.00%,10.00%,1.7400175,0.180875,1.66405,0.65115,4.2360925,3842919.575,0.3291925,0.07235,0.156276,0.455805,1.0136235,5.249716
CHEVROLET,SONIC RS,COMPACT,1.447,65.00%,10.00%,15.00%,10.00%,1.7400175,0.180875,1.66405,0.65115,4.2360925,3842919.575,0.3291925,0.07235,0.156276,0.455805,1.0136235,5.249716
CHEVROLET,SONIC 5,MID-SIZE,1.51,65.00%,10.00%,15.00%,10.00%,1.815775,0.18875,1.7365,0.6795,4.420525,4010233.972,0.343525,0.0755,0.16308,0.47565,1.057755,5.47828
CHEVROLET,SONIC 5,MID-SIZE,1.51,65.00%,10.00%,15.00%,10.00%,1.815775,0.18875,1.7365,0.6795,4.420525,4010233.972,0.343525,0.0755,0.16308,0.47565,1.057755,5.47828
CHEVROLET,SONIC 5,MID-SIZE,1.51,65.00%,10.00%,15.00%,10.00%,1.815775,0.18875,1.7365,0.6795,4.420525,4010233.972,0.343525,0.0755,0.16308,0.47565,1.057755,5.47828
CHEVROLET,SONIC 5,MID-SIZE,1.51,65.00%,10.00%,15.00%,10.00%,1.815775,0.18875,1.7365,0.6795,4.420525,4010233.972,0.343525,0.0755,0.16308,0.47565,1.057755,5.47828
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4285,65.00%,10.00%,15.00%,10.00%,1.71777125,0.1785625,1.642775,0.642825,4.18193375,3793787.569,0.32498375,0.071425,0.154278,0.4499775,1.00066425,5.182598
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4285,65.00%,10.00%,15.00%,10.00%,1.71777125,0.1785625,1.642775,0.642825,4.18193375,3793787.569,0.32498375,0.071425,0.154278,0.4499775,1.00066425,5.182598
CHEVROLET,SPARK,SUBCOMPACT,1.156,65.00%,10.00%,15.00%,10.00%,1.39009,0.1445,1.3294,0.5202,3.38419,3070086.405,0.26299,0.0578,0.124848,0.36414,0.809778,4.193968
CHEVROLET,SPARK,SUBCOMPACT,1.123,65.00%,10.00%,15.00%,10.00%,1.3504075,0.140375,1.29145,0.50535,3.2875825,2982445.53,0.2554825,0.05615,0.121284,0.353745,0.7866615,4.074244
CHEVROLET,SUBURBAN,SUV - STANDARD,2.808,65.00%,10.00%,15.00%,10.00%,3.37662,0.351,3.2292,1.2636,8.22042,7457441.718,0.63882,0.1404,0.303264,0.88452,1.967004,10.187424
CHEVROLET,SUBURBAN,SUV - STANDARD,2.808,65.00%,10.00%,15.00%,10.00%,3.37662,0.351,3.2292,1.2636,8.22042,7457441.718,0.63882,0.1404,0.303264,0.88452,1.967004,10.187424
