,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Fuel Consumption City MPG,Fuel Consumption Hwy MPG,Carbon emissions per mile(g)
207,chevrolet,equinox,SUV - SMALL,2.4,4.0,A6,Regular Gasoline,11.5,8.2,10.0,28,20.0,29.0,317.5
208,chevrolet,equinox,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,14.8,9.9,12.6,22,16.0,24.0,404.0909090909091
209,chevrolet,equinox,SUV - SMALL,3.6,6.0,A6,Ethanol(E85),19.8,13.6,17.0,17,12.0,17.0,522.9411764705882
229,chevrolet,impala,FULL-SIZE,2.5,4.0,AS6,Regular Gasoline,11.3,7.5,9.6,29,21.0,31.0,306.55172413793105
230,chevrolet,impala,FULL-SIZE,3.6,6.0,AS6,Regular Gasoline,12.6,8.2,10.6,27,19.0,29.0,329.25925925925924
231,chevrolet,impala,FULL-SIZE,3.6,6.0,AS6,Ethanol(E85),16.7,11.3,14.3,20,14.0,21.0,444.5
232,chevrolet,impala,FULL-SIZE,2.4,4.0,AS6,Regular Gasoline,10.0,7.0,8.7,32,24.0,34.0,277.8125
233,chevrolet,malibu,MID-SIZE,2.0,4.0,AS6,Premium Gasoline,11.5,7.9,9.9,29,20.0,30.0,306.55172413793105
234,chevrolet,malibu,MID-SIZE,2.5,4.0,AS6,Regular Gasoline,9.3,6.4,8.0,35,25.0,37.0,254.0
235,chevrolet,orlando,SUV - SMALL,2.4,4.0,AS6,Regular Gasoline,12.2,8.6,10.6,27,19.0,27.0,329.25925925925924
236,chevrolet,orlando,SUV - SMALL,2.4,4.0,M6,Regular Gasoline,11.8,8.3,10.2,28,20.0,28.0,317.5
237,chevrolet,silverado,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Regular Gasoline,13.4,9.9,11.8,24,18.0,24.0,370.41666666666663
238,chevrolet,silverado,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Ethanol(E85),18.9,14.2,16.8,17,12.0,17.0,522.9411764705882
239,chevrolet,silverado,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Regular Gasoline,14.6,10.3,12.7,22,16.0,23.0,404.0909090909091
240,chevrolet,silverado,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Ethanol(E85),19.5,13.7,16.9,17,12.0,17.0,522.9411764705882
241,chevrolet,silverado,PICKUP TRUCK - STANDARD,6.2,8.0,A6,Premium Gasoline,16.3,11.4,14.1,20,14.0,21.0,444.5
242,chevrolet,silverado,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Regular Gasoline,14.2,10.6,12.6,22,17.0,22.0,404.0909090909091
243,chevrolet,silverado,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Ethanol(E85),20.0,15.1,17.8,16,12.0,16.0,555.625
244,chevrolet,silverado,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Regular Gasoline,14.9,10.6,13.0,22,16.0,22.0,404.0909090909091
245,chevrolet,silverado,PICKUP TRUCK - STANDARD,5.3,8.0,A6,Ethanol(E85),19.9,14.2,17.3,16,12.0,17.0,555.625
246,chevrolet,silverado,PICKUP TRUCK - STANDARD,6.2,8.0,A6,Premium Gasoline,16.4,11.7,14.3,20,14.0,20.0,444.5
247,chevrolet,sonic,COMPACT,1.4,4.0,AS6,Regular Gasoline,9.1,6.7,8.0,35,26.0,35.0,254.0
248,chevrolet,sonic,COMPACT,1.4,4.0,M6,Regular Gasoline,8.5,6.2,7.5,38,28.0,38.0,233.94736842105263
249,chevrolet,sonic,COMPACT,1.8,4.0,AS6,Regular Gasoline,9.6,6.6,8.3,34,25.0,36.0,261.4705882352941
250,chevrolet,sonic,COMPACT,1.8,4.0,M5,Regular Gasoline,8.9,6.7,7.9,36,26.0,35.0,246.94444444444443
251,chevrolet,sonic,COMPACT,1.4,4.0,AS6,Regular Gasoline,9.4,7.0,8.3,34,25.0,34.0,261.4705882352941
252,chevrolet,sonic,COMPACT,1.4,4.0,M6,Regular Gasoline,8.8,7.0,8.0,35,27.0,34.0,254.0
253,chevrolet,sonic,MID-SIZE,1.4,4.0,AS6,Regular Gasoline,9.1,6.7,8.0,35,26.0,35.0,254.0
254,chevrolet,sonic,MID-SIZE,1.4,4.0,M6,Regular Gasoline,8.5,6.2,7.5,38,28.0,38.0,233.94736842105263
255,chevrolet,sonic,MID-SIZE,1.8,4.0,AS6,Regular Gasoline,9.6,6.6,8.3,34,25.0,36.0,261.4705882352941
256,chevrolet,sonic,MID-SIZE,1.8,4.0,M5,Regular Gasoline,8.9,6.7,7.9,36,26.0,35.0,246.94444444444443
257,chevrolet,sonic,MID-SIZE,1.4,4.0,AS6,Regular Gasoline,9.4,7.0,8.3,34,25.0,34.0,261.4705882352941
258,chevrolet,sonic,MID-SIZE,1.4,4.0,M6,Regular Gasoline,8.8,7.0,8.0,35,27.0,34.0,254.0
259,chevrolet,spark,SUBCOMPACT,1.2,4.0,AV,Regular Gasoline,7.7,6.0,6.9,41,31.0,39.0,216.82926829268294
260,chevrolet,spark,SUBCOMPACT,1.2,4.0,M5,Regular Gasoline,7.6,6.0,6.9,41,31.0,39.0,216.82926829268294
261,chevrolet,suburban,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,16.0,11.1,13.8,20,15.0,21.0,444.5
262,chevrolet,suburban,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),21.5,14.6,18.4,15,11.0,16.0,592.6666666666666
263,chevrolet,suburban,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,16.0,11.1,13.8,20,15.0,21.0,444.5
264,chevrolet,suburban,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),21.5,14.6,18.4,15,11.0,16.0,592.6666666666666
265,chevrolet,tahoe,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,16.0,11.1,13.8,20,15.0,21.0,444.5
266,chevrolet,tahoe,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),21.5,14.6,18.4,15,11.0,16.0,592.6666666666666
267,chevrolet,tahoe,SUV - STANDARD,5.3,8.0,A6,Regular Gasoline,16.0,11.1,13.8,20,15.0,21.0,444.5
268,chevrolet,tahoe,SUV - STANDARD,5.3,8.0,A6,Ethanol(E85),21.5,14.6,18.4,15,11.0,16.0,592.6666666666666
269,chevrolet,traverse,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.3,9.9,12.3,23,16.0,24.0,386.52173913043475
270,chevrolet,traverse,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.6,10.2,12.6,22,16.0,23.0,404.0909090909091
271,chevrolet,trax,SUV - SMALL,1.4,4.0,AS6,Regular Gasoline,9.4,7.1,8.4,34,25.0,33.0,261.4705882352941
272,chevrolet,trax,SUV - SMALL,1.4,4.0,M6,Regular Gasoline,9.1,6.8,8.1,35,26.0,35.0,254.0
273,chevrolet,trax,SUV - SMALL,1.4,4.0,AS6,Regular Gasoline,10.0,7.8,9.0,31,24.0,30.0,286.7741935483871
274,chrysler,,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.4,7.7,10.3,27,19.0,31.0,329.25925925925924
275,chrysler,200,COMPACT,2.4,4.0,A4,Regular Gasoline,11.7,8.2,10.1,28,20.0,29.0,317.5
276,chrysler,200,COMPACT,2.4,4.0,A6,Regular Gasoline,12.9,8.1,10.7,26,18.0,29.0,341.92307692307696
277,chrysler,200,COMPACT,3.6,6.0,A6,Regular Gasoline,12.5,8.1,10.5,27,19.0,29.0,329.25925925925924
278,chrysler,200,COMPACT,3.6,6.0,A6,Ethanol(E85),17.0,11.2,14.4,20,14.0,21.0,444.5
279,chrysler,200,MID-SIZE,2.4,4.0,A4,Regular Gasoline,11.2,8.0,9.8,29,21.0,29.0,306.55172413793105
280,chrysler,200,MID-SIZE,2.4,4.0,A6,Regular Gasoline,12.0,7.6,10.0,28,20.0,31.0,317.5
281,chrysler,200,MID-SIZE,3.6,6.0,A6,Regular Gasoline,12.5,8.1,10.5,27,19.0,29.0,329.25925925925924
282,chrysler,200,MID-SIZE,3.6,6.0,A6,Ethanol(E85),17.0,11.2,14.4,20,14.0,21.0,444.5
283,chrysler,300,FULL-SIZE,5.7,8.0,A5,Regular Gasoline,15.8,9.2,12.8,22,15.0,26.0,404.0909090909091
284,chrysler,300,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.8,8.6,10.9,26,18.0,27.0,341.92307692307696
285,chrysler,300,FULL-SIZE,5.7,8.0,A5,Regular Gasoline,16.1,10.0,13.4,21,15.0,24.0,423.3333333333333
286,chrysler,300,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.8,8.6,10.9,26,18.0,27.0,341.92307692307696
287,chrysler,300,FULL-SIZE,3.6,6.0,A8,Ethanol(E85),17.3,11.7,14.8,19,14.0,20.0,467.89473684210526
288,chrysler,300,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.4,7.7,10.3,27,19.0,31.0,329.25925925925924
289,chrysler,300,FULL-SIZE,3.6,6.0,A8,Ethanol(E85),16.8,10.3,13.9,20,14.0,23.0,444.5
290,chrysler,300,FULL-SIZE,6.4,8.0,A5,Premium Gasoline,16.7,10.3,13.8,20,14.0,23.0,444.5
291,chrysler,town,MINIVAN,3.6,6.0,A6,Regular Gasoline,14.1,9.5,12.0,24,17.0,25.0,370.41666666666663
292,chrysler,town,MINIVAN,3.6,6.0,A6,Ethanol(E85),19.7,13.3,16.8,17,12.0,18.0,522.9411764705882
293,dodge,avenger,MID-SIZE,2.4,4.0,A4,Regular Gasoline,11.2,8.0,9.8,29,21.0,29.0,306.55172413793105
294,dodge,avenger,MID-SIZE,2.4,4.0,A6,Regular Gasoline,12.0,7.6,10.0,28,20.0,31.0,317.5
295,dodge,avenger,MID-SIZE,3.6,6.0,A6,Regular Gasoline,12.5,8.1,10.5,27,19.0,29.0,329.25925925925924
296,dodge,avenger,MID-SIZE,3.6,6.0,A6,Ethanol(E85),17.0,11.2,14.4,20,14.0,21.0,444.5
297,dodge,challenger,MID-SIZE,3.6,6.0,A5,Regular Gasoline,13.2,8.7,11.2,25,18.0,27.0,355.6
298,dodge,challenger,MID-SIZE,5.7,8.0,M6,Regular Gasoline,15.6,10.0,13.1,22,15.0,24.0,404.0909090909091
299,dodge,challenger,MID-SIZE,5.7,8.0,A5,Regular Gasoline,15.8,9.2,12.8,22,15.0,26.0,404.0909090909091
300,dodge,challenger,MID-SIZE,6.4,8.0,M6,Premium Gasoline,16.8,10.4,13.9,20,14.0,23.0,444.5
301,dodge,challenger,MID-SIZE,6.4,8.0,A5,Premium Gasoline,16.7,10.3,13.8,20,14.0,23.0,444.5
302,dodge,charger,FULL-SIZE,3.6,6.0,A5,Regular Gasoline,13.2,8.7,11.2,25,18.0,27.0,355.6
303,dodge,charger,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.4,7.7,10.3,27,19.0,31.0,329.25925925925924
304,dodge,charger,FULL-SIZE,5.7,8.0,A5,Regular Gasoline,15.8,9.2,12.8,22,15.0,26.0,404.0909090909091
305,dodge,charger,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.8,8.6,10.9,26,18.0,27.0,341.92307692307696
306,dodge,charger,FULL-SIZE,5.7,8.0,A5,Regular Gasoline,16.1,10.0,13.4,21,15.0,24.0,423.3333333333333
307,dodge,charger,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.8,8.6,10.9,26,18.0,27.0,341.92307692307696
308,dodge,charger,FULL-SIZE,3.6,6.0,A8,Ethanol(E85),17.3,11.7,14.8,19,14.0,20.0,467.89473684210526
309,dodge,charger,FULL-SIZE,3.6,6.0,A5,Regular Gasoline,13.2,8.7,11.2,25,18.0,27.0,355.6
310,dodge,charger,FULL-SIZE,3.6,6.0,A5,Ethanol(E85),18.3,12.6,15.7,18,13.0,19.0,493.88888888888886
311,dodge,charger,FULL-SIZE,3.6,6.0,A8,Regular Gasoline,12.3,7.6,10.2,28,19.0,31.0,317.5
312,dodge,charger,FULL-SIZE,3.6,6.0,A8,Ethanol(E85),16.8,10.3,13.9,20,14.0,23.0,444.5
313,dodge,charger,FULL-SIZE,6.4,8.0,A5,Premium Gasoline,16.7,10.3,13.8,20,14.0,23.0,444.5
314,dodge,dart,MID-SIZE,2.0,4.0,M6,Regular Gasoline,9.4,6.5,8.1,35,25.0,36.0,254.0
315,dodge,dart,MID-SIZE,2.4,4.0,A6,Regular Gasoline,10.1,6.8,8.6,33,23.0,35.0,269.3939393939394
316,dodge,dart,MID-SIZE,2.4,4.0,M6,Regular Gasoline,10.5,6.7,8.8,32,22.0,35.0,277.8125
317,dodge,dart,MID-SIZE,2.0,4.0,A6,Regular Gasoline,9.9,7.0,8.6,33,24.0,34.0,269.3939393939394
318,dodge,dart,MID-SIZE,2.0,4.0,A6,Ethanol(E85),14.2,9.8,12.2,23,17.0,24.0,386.52173913043475
319,dodge,dart,MID-SIZE,2.4,4.0,A6,Regular Gasoline,10.6,7.5,9.2,31,22.0,31.0,286.7741935483871
320,dodge,dart,MID-SIZE,2.4,4.0,M6,Regular Gasoline,10.2,7.0,8.8,32,23.0,34.0,277.8125
321,dodge,dart,MID-SIZE,1.4,4.0,AM6,Regular Gasoline,8.4,5.9,7.3,39,28.0,40.0,227.94871794871793
322,dodge,dart,MID-SIZE,1.4,4.0,M6,Regular Gasoline,8.5,5.8,7.3,39,28.0,41.0,227.94871794871793
323,dodge,durango,SUV - STANDARD,5.7,8.0,A8,Regular Gasoline,17.3,10.8,14.4,20,14.0,22.0,444.5
324,dodge,durango,SUV - STANDARD,3.6,6.0,A8,Regular Gasoline,13.9,9.8,12.1,23,17.0,24.0,386.52173913043475
325,dodge,durango,SUV - STANDARD,3.6,6.0,A8,Ethanol(E85),17.7,13.0,15.6,18,13.0,18.0,493.88888888888886
326,dodge,grand,MINIVAN,3.6,6.0,A6,Regular Gasoline,13.7,9.4,11.8,24,17.0,25.0,370.41666666666663
327,dodge,grand,MINIVAN,3.6,6.0,A6,Ethanol(E85),19.2,13.1,16.5,17,12.0,18.0,522.9411764705882
328,dodge,journey,SUV - SMALL,2.4,4.0,A4,Regular Gasoline,12.7,9.1,11.1,25,19.0,26.0,355.6
329,dodge,journey,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,14.5,9.9,12.4,23,16.0,24.0,386.52173913043475
330,dodge,journey,SUV - SMALL,3.6,6.0,A6,Regular Gasoline,14.2,9.4,12.0,24,17.0,25.0,370.41666666666663
331,dodge,journey,SUV - SMALL,3.6,6.0,A6,Ethanol(E85),18.9,12.9,16.2,17,12.0,18.0,522.9411764705882
332,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,8.5,6.9,7.8,36,28.0,34.0,246.94444444444443
333,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,8.5,6.9,7.8,36,28.0,34.0,246.94444444444443
334,fiat,500,MINICOMPACT,1.4,4.0,A6,Regular Gasoline,8.7,6.9,7.9,36,27.0,34.0,246.94444444444443
335,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,7.9,6.3,7.2,39,30.0,37.0,227.94871794871793
336,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,8.5,6.9,7.8,36,28.0,34.0,246.94444444444443
337,fiat,500,MINICOMPACT,1.4,4.0,A6,Regular Gasoline,8.7,6.9,7.9,36,27.0,34.0,246.94444444444443
338,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,7.6,5.9,6.8,42,31.0,40.0,211.66666666666666
339,fiat,500,MINICOMPACT,1.4,4.0,M5,Regular Gasoline,8.5,6.9,7.8,36,28.0,34.0,246.94444444444443
340,fiat,500l,STATION WAGON - SMALL,1.4,4.0,AM6,Regular Gasoline,10.0,7.2,8.7,32,24.0,33.0,277.8125
341,fiat,500l,STATION WAGON - SMALL,1.4,4.0,M6,Regular Gasoline,9.3,7.2,8.4,34,25.0,33.0,261.4705882352941
342,ford,c-max,FULL-SIZE,2.0,4.0,AV,Regular Gasoline,5.6,6.4,6.0,47,42.0,37.0,189.14893617021275
352,ford,edge,SUV - SMALL,2.0,4.0,A6,Regular Gasoline,11.3,7.9,9.8,29,21.0,30.0,306.55172413793105
353,ford,edge,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,12.6,8.7,10.8,26,19.0,27.0,341.92307692307696
354,ford,edge,SUV - SMALL,3.5,6.0,AS6,Regular Gasoline,13.3,9.3,11.5,25,18.0,25.0,355.6
355,ford,edge,SUV - SMALL,3.7,6.0,AS6,Regular Gasoline,13.7,10.4,12.2,23,17.0,23.0,386.52173913043475
356,ford,escape,SUV - SMALL,1.6,4.0,AS6,Regular Gasoline,10.4,7.4,9.1,31,23.0,32.0,286.7741935483871
357,ford,escape,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,10.9,8.0,9.6,29,22.0,29.0,306.55172413793105
358,ford,escape,SUV - SMALL,2.5,4.0,AS6,Regular Gasoline,10.9,7.5,9.4,30,22.0,31.0,296.3333333333333
359,ford,escape,SUV - SMALL,1.6,4.0,AS6,Regular Gasoline,10.5,7.9,9.3,30,22.0,30.0,296.3333333333333
360,ford,escape,SUV - SMALL,2.0,4.0,AS6,Regular Gasoline,11.2,8.5,10.0,28,21.0,28.0,317.5
361,ford,expedition,SUV - STANDARD,5.4,8.0,A6,Regular Gasoline,18.2,13.3,16.0,18,13.0,18.0,493.88888888888886
362,ford,expedition,SUV - STANDARD,5.4,8.0,A6,Ethanol(E85),24.5,18.0,21.6,13,10.0,13.0,683.8461538461539
363,ford,explorer,SUV - STANDARD,2.0,4.0,A6,Regular Gasoline,11.8,8.3,10.2,28,20.0,28.0,317.5
364,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.8,10.7,13.0,22,16.0,22.0,404.0909090909091
365,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.7,9.7,11.9,24,17.0,24.0,370.41666666666663
366,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Ethanol(E85),18.3,12.9,15.9,18,13.0,18.0,493.88888888888886
367,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.3,10.3,12.5,23,16.0,23.0,386.52173913043475
368,ford,explorer,SUV - STANDARD,3.5,6.0,AS6,Ethanol(E85),18.9,13.9,16.7,17,12.0,17.0,522.9411764705882
369,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,Regular Gasoline,14.5,10.6,12.7,22,16.0,22.0,404.0909090909091
370,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.6,10.6,12.8,22,16.0,22.0,404.0909090909091
371,ford,f-150,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,Regular Gasoline,18.3,12.9,15.9,18,13.0,18.0,493.88888888888886
372,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,Regular Gasoline,15.9,11.3,13.8,20,15.0,21.0,444.5
373,ford,f-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,Regular Gasoline,15.4,11.0,13.4,21,15.0,21.0,423.3333333333333
374,ford,f-150,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,Regular Gasoline,20.1,14.4,17.5,16,12.0,16.0,555.625
375,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,A6,Regular Gasoline,14.0,10.3,12.3,23,17.0,23.0,386.52173913043475
376,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,A6,Ethanol(E85),18.8,13.7,16.5,17,13.0,17.0,522.9411764705882
377,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,Regular Gasoline,14.0,10.3,12.3,23,17.0,23.0,386.52173913043475
378,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,Ethanol(E85),18.8,13.7,16.5,17,13.0,17.0,522.9411764705882
379,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,A6,Regular Gasoline,16.4,12.3,14.6,19,14.0,19.0,467.89473684210526
380,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,A6,Ethanol(E85),22.1,16.7,19.7,14,11.0,14.0,635.0
381,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Regular Gasoline,16.4,12.3,14.6,19,14.0,19.0,467.89473684210526
382,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Ethanol(E85),22.1,16.7,19.7,14,11.0,14.0,635.0
383,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,A6,Regular Gasoline,15.0,11.4,13.4,21,16.0,21.0,423.3333333333333
384,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,A6,Ethanol(E85),20.2,15.3,18.0,16,12.0,15.0,555.625
385,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,Regular Gasoline,15.0,11.4,13.4,21,16.0,21.0,423.3333333333333
386,ford,f-150,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,Ethanol(E85),20.2,15.3,18.0,16,12.0,15.0,555.625
387,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,A6,Regular Gasoline,16.8,12.6,14.9,19,14.0,19.0,467.89473684210526
388,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,A6,Ethanol(E85),22.4,17.0,20.0,14,11.0,14.0,635.0
389,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Regular Gasoline,16.7,12.5,14.8,19,14.0,19.0,467.89473684210526
390,ford,f-150,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,Ethanol(E85),22.4,16.9,19.9,14,11.0,14.0,635.0
391,ford,f-150,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,Regular Gasoline,20.4,15.0,18.0,16,12.0,16.0,555.625
392,ford,fiesta,SUBCOMPACT,1.6,4.0,AS6,Regular Gasoline,8.5,6.5,7.6,37,28.0,36.0,240.2702702702703
393,ford,fiesta,SUBCOMPACT,1.6,4.0,M5,Regular Gasoline,8.6,6.4,7.6,37,27.0,37.0,240.2702702702703
394,ford,fiesta,SUBCOMPACT,1.0,4.0,M5,Regular Gasoline,7.5,5.5,6.6,43,31.0,43.0,206.74418604651163
395,ford,fiesta,SUBCOMPACT,1.6,4.0,AS6,Regular Gasoline,8.0,5.8,7.0,40,29.0,41.0,222.25
396,ford,fiesta,COMPACT,1.6,4.0,M6,Regular Gasoline,8.9,6.8,8.0,35,26.0,35.0,254.0
397,ford,flex,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.2,9.4,11.5,25,18.0,25.0,355.6
398,ford,flex,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,13.7,10.2,12.1,23,17.0,23.0,386.52173913043475
399,ford,flex,SUV - STANDARD,3.5,6.0,AS6,Regular Gasoline,14.8,10.4,12.8,22,16.0,23.0,404.0909090909091
400,ford,focus,COMPACT,2.0,4.0,M6,Regular Gasoline,10.2,7.4,8.9,32,23.0,32.0,277.8125
401,ford,focus,COMPACT,2.0,4.0,A6,Regular Gasoline,8.8,6.4,7.7,37,27.0,37.0,240.2702702702703
402,ford,focus,COMPACT,2.0,4.0,A6,Ethanol(E85),11.7,8.5,10.3,27,20.0,28.0,329.25925925925924
403,ford,focus,COMPACT,2.0,4.0,AS6,Regular Gasoline,8.9,6.4,7.8,36,26.0,37.0,246.94444444444443
404,ford,focus,COMPACT,2.0,4.0,AS6,Ethanol(E85),11.7,8.5,10.3,27,20.0,28.0,329.25925925925924
405,ford,focus,COMPACT,2.0,4.0,M5,Regular Gasoline,9.1,6.6,8.0,35,26.0,36.0,254.0
406,ford,focus,COMPACT,2.0,4.0,M5,Ethanol(E85),11.9,8.9,10.6,27,20.0,26.0,329.25925925925924
407,ford,focus,COMPACT,2.0,4.0,A6,Regular Gasoline,8.4,5.8,7.2,39,28.0,41.0,227.94871794871793
408,ford,focus,COMPACT,2.0,4.0,A6,Ethanol(E85),11.6,8.3,10.1,28,20.0,28.0,317.5
409,ford,fusion,MID-SIZE,1.5,4.0,AS6,Regular Gasoline,10.1,6.6,8.5,33,23.0,36.0,269.3939393939394
410,ford,fusion,MID-SIZE,1.6,4.0,M6,Regular Gasoline,9.4,6.4,8.1,35,25.0,37.0,254.0
411,ford,fusion,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,10.5,7.1,9.0,31,22.0,33.0,286.7741935483871
412,ford,fusion,MID-SIZE,2.5,4.0,AS6,Regular Gasoline,10.5,7.0,8.9,32,22.0,34.0,277.8125
413,ford,fusion,MID-SIZE,1.5,4.0,AS6,Regular Gasoline,9.5,6.3,8.1,35,25.0,37.0,254.0
414,ford,fusion,MID-SIZE,2.0,4.0,AS6,Regular Gasoline,10.9,7.5,9.4,30,22.0,31.0,296.3333333333333
415,ford,fusion,MID-SIZE,2.0,4.0,AV,Regular Gasoline,5.3,5.7,5.5,51,44.0,41.0,174.31372549019608
416,ford,mustang,SUBCOMPACT,3.7,6.0,A6,Regular Gasoline,12.1,7.8,10.2,28,19.0,30.0,317.5
417,ford,mustang,SUBCOMPACT,3.7,6.0,M6,Regular Gasoline,12.7,8.1,10.6,27,19.0,29.0,329.25925925925924
418,ford,mustang,SUBCOMPACT,5.0,8.0,A6,Regular Gasoline,13.3,9.3,11.5,25,18.0,25.0,355.6
419,ford,mustang,SUBCOMPACT,5.0,8.0,M6,Regular Gasoline,15.4,9.4,12.7,22,15.0,25.0,404.0909090909091
420,ford,mustang,SUBCOMPACT,5.8,8.0,M6,Premium Gasoline,15.9,9.9,13.2,21,15.0,24.0,423.3333333333333
421,ford,mustang,SUBCOMPACT,3.7,6.0,A6,Regular Gasoline,12.5,8.2,10.6,27,19.0,29.0,329.25925925925924
422,ford,taurus,FULL-SIZE,2.0,4.0,AS6,Regular Gasoline,10.5,7.3,9.1,31,22.0,32.0,286.7741935483871
423,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Regular Gasoline,13.7,9.4,11.8,24,17.0,25.0,370.41666666666663
424,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Regular Gasoline,12.1,8.1,10.3,27,19.0,29.0,329.25925925925924
425,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Ethanol(E85),17.0,11.1,14.3,20,14.0,21.0,444.5
426,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Regular Gasoline,13.0,9.1,11.2,25,18.0,26.0,355.6
427,ford,taurus,FULL-SIZE,3.5,6.0,AS6,Ethanol(E85),18.4,12.5,15.7,18,13.0,19.0,493.88888888888886
428,ford,transit,SPECIAL PURPOSE VEHICLE,1.6,4.0,AS6,Regular Gasoline,10.8,8.0,9.5,30,22.0,29.0,296.3333333333333
429,ford,transit,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,Regular Gasoline,11.3,8.2,9.9,29,21.0,29.0,306.55172413793105
430,ford,transit,SPECIAL PURPOSE VEHICLE,1.6,4.0,AS6,Regular Gasoline,11.5,8.3,10.1,28,20.0,28.0,317.5
431,ford,transit,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,Regular Gasoline,11.9,8.5,10.4,27,20.0,28.0,329.25925925925924
432,gmc,acadia,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.3,9.9,12.3,23,16.0,24.0,386.52173913043475
433,gmc,acadia,SUV - STANDARD,3.6,6.0,A6,Regular Gasoline,14.9,10.4,12.9,22,16.0,23.0,404.0909090909091
453,gmc,sierra,PICKUP TRUCK - STANDARD,4.3,6.0,A6,Regular Gasoline,13.4,9.9,11.8,24,18.0,24.0,370.41666666666663
